OBJECTID_1 *,Shape *,StateStructureId,BridgeNumber,BridgeName,FacilitiesCarried,FeaturesIntersected,Owner,Custodian,CityName,CountyName,RegionName,Latitude,Longitude,ParallelStructure,HistoricSignificanceNRHP,HistoricalSignificanceHAER,HistoricSignificanceLocal,YearBuilt,YearRebuilt,StructureLengthByFeet,MaximumSpanLengthFeet,ScreeningLengthBy10th,LanesOn,CurbToCurbWidthFeetAnd10th,OutToOutWidthFeetAnd10th,SidewalkCurbWidthLeftBy10th,SidewalkCurbWidthRightBy10th,MinVertClrncOverDeck,MinVertClrncUnderBridge,MainSpanDesign,MainSpanMaterial,ApproachSpanDesign,ApproachSpanMaterial,SpanType,NumberOfSpans,ServiceOn,ServiceUnder,DesignLoadCode,OpenClosedPosted,OnUnderCode,FederalHighwayClass,ServiceLevel,RouteIdentifier,StateRouteMilepost,AheadBackIndicator,InventoryDirection,Detour,BaseHighwayNetwork,NationalTruckNetwork,STRAHNET,FederalLandsHighway,DeckCondition,SuperstructureCondition,SubstructureCondition,BridgeOverallConditionState,CulvertCondition,ScourCondition,NumberOfUtilites,InspectionFrequency,InspectionDate,InspectionDueDate,PrpsedImprvTypeOfWork,PrpsedImprvWorkMethod,PrpsedImprvStructureLgthByFT,PrpsedImprvRoadwayWdthByFT,PrpsedImprvCostPerSFDeck,PrpsedImprvStructureCost,PrpsedImprvRoadwayCost,PrpsedImprvEngMiscCost,PrpsedImprvTotalCost,PrpsedImprvEstimateYear,TunnelPortalShape,TunnelShape,TunnelLengthByFeet,TunnelGroundConditions,TunnelNumberOfBores,TunnelServiceLevel,TunnelOtherRestriction,TunnelHazardousMatRest,TunnelHeightRestrictionFlag,TunnelMinVertClrncOverRdBy10,TunnelComplexCode,updated_date,Structure ID,ObjectID,Min Need Year
857,Point,0008114D,167/122W,SR 167 OVER SR 516,SR 167,SR 516,Washington State,Washington State,KENT,King County,NW,47.37775,-122.244637,L,5,<Null>,<Null>,1967,1997,190,94,99.9,3,54,56.5,0,0,9999,1700,2,5,0,0,PCG,2,1,1,6,A,1,3,1,167,19.6,<Null>,D,1,1,Y,0,0,6,7,7,Fair,9,N,1,24,2/28/2023,3/1/2025,35,1,190,56,475,2527,505,2022,5054,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008114D,702,2024
858,Point,0008114E,167/123E,SR 167 OVER MEEKER ST,SR 167,MEEKER ST,Washington State,Washington State,KENT,King County,NW,47.381222,-122.244247,R,5,5,<Null>,1967,2007,158,67,99.9,4,69.8,87,0,0,9999,1403,2,5,0,0,PCG,3,1,1,6,A,1,3,1,167,19.83,<Null>,I,1,1,Y,0,0,8,6,7,Fair,9,N,0,24,3/1/2023,3/1/2025,35,1,158,86,475,3227,645,2582,6454,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008114E,703,2024
859,Point,0008114F,167/123W,SR 167 OVER MEEKER ST,SR 167,MEEKER ST,Washington State,Washington State,KENT,King County,NW,47.381195,-122.244583,L,5,<Null>,<Null>,1967,1998,158,64,99.9,4,59.7,61.8,0.7,0,9999,1405,2,5,0,0,PCG,3,1,1,6,A,1,3,1,167,19.83,<Null>,D,1,1,Y,0,0,6,6,7,Fair,9,N,1,24,3/2/2023,3/2/2025,35,1,158,40,475,1501,300,1201,3002,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008114F,704,2024
860,Point,0008114G,167/124E,SR 167 OVER JAMES ST,SR 167,JAMES ST,Washington State,Washington State,KENT,King County,NW,47.386471,-122.243973,R,5,<Null>,<Null>,1967,1998,191,78,99.9,3,54,55.7,0.6,0.6,9999,1610,2,5,0,0,PCG,3,1,1,6,A,1,3,1,167,20.2,<Null>,I,1,1,Y,0,0,6,7,7,Fair,9,N,0,24,12/12/2022,12/12/2024,35,1,191,40,475,1814,363,1452,3629,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008114G,705,2024
861,Point,0008114I,167/128E,SR 167 OVER 84TH AVE S,SR 167,84TH AVE SOUTH,Washington State,Washington State,KENT,King County,NW,47.398251,-122.228386,R,5,<Null>,<Null>,1967,1998,229,92,99.9,3,54,57,0,0,9999,1704,2,5,0,0,PCG,3,1,1,6,A,1,3,1,167,21.31,<Null>,I,1,1,Y,0,0,6,7,7,Fair,9,N,0,24,7/20/2022,7/20/2024,35,1,229,56,475,3046,609,2436,6091,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008114I,709,2024
862,Point,0008114J,167/128W,SR 167 OVER 84TH AVE S,SR 167,84TH AVE SOUTH,Washington State,Washington State,KENT,King County,NW,47.398735,-122.22802,L,5,<Null>,<Null>,1967,1998,229,95,99.9,3,54,55.7,0,0,9999,1607,2,5,0,0,PCG,3,1,1,6,A,1,3,1,167,21.31,<Null>,D,1,1,Y,0,0,6,7,7,Fair,9,N,1,24,7/20/2022,7/20/2024,35,1,229,56,475,3046,609,2436,6091,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008114J,710,2024
863,Point,0008129A, 12/725,TUCANNON RIVER,US 12,TUCANNON RIVER,Washington State,Washington State,UNINCORPORATED,Columbia County,SC,46.488556,-117.961365,N,5,<Null>,<Null>,1967,0,219,88,99.9,2,34,37.3,0.7,0.7,9999,0,5,2,0,0,CBox,3,1,5,6,A,1,2,1,12,380.52,<Null>,B,12,1,Y,0,0,4,6,6,Poor,9,5,0,24,2/7/2023,2/7/2025,35,1,219,36,475,1872,374,1498,3745,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008129A,6,2024
864,Point,0008132A,  5/626W,I-5 OVER LOWELL RD,I-5,LOWELL ROAD,Washington State,Washington State,EVERETT,Snohomish County,NW,47.94799,-122.198853,L,4,<Null>,<Null>,1967,2007,210,92,99.9,5,79.5,81.5,0,0,9999,1501,2,6,0,0,PCG,3,1,1,6,A,1,1,1,5,191.52,<Null>,D,1,1,Y,1,0,7,7,7,Good,9,N,0,24,10/25/2021,10/25/2023,35,1,210,81,475,4040,808,3232,8080,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008132A,1240,2024
865,Point,0008132E,  5/631E,I-5 OVER ABANDONED RR,I-5,ABANDONED RR,Washington State,Washington State,EVERETT,Snohomish County,NW,47.966305,-122.198692,R,5,<Null>,<Null>,1967,2007,260,88,99.9,4,67.3,69.4,0,0,9999,0,2,5,0,0,PCG,3,1,0,6,A,1,1,1,5,192.81,<Null>,I,1,1,Y,1,0,7,7,7,Good,9,N,2,24,7/27/2022,7/27/2024,35,1,260,71,475,4384,877,3507,8768,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008132E,1244,2024
866,Point,0008132F,  5/631W,I-5 OVER ABANDONED RR,I-5,ABANDONED RR,Washington State,Washington State,EVERETT,Snohomish County,NW,47.966667,-122.199219,L,5,<Null>,<Null>,1967,2007,271,90,99.9,6,89.3,100.5,0,0,9999,0,2,5,0,0,PCG,3,1,0,6,A,1,1,1,5,192.81,<Null>,D,1,1,Y,1,0,6,5,7,Fair,9,N,0,24,7/27/2022,7/27/2024,35,1,271,90,475,5792,1158,4634,11585,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008132F,278,2024
867,Point,0008132H,  5/632W,I-5 OVER SMITH AVE,I-5,SMITH AVE,Washington State,Washington State,EVERETT,Snohomish County,NW,47.969082,-122.197029,L,5,<Null>,<Null>,1967,2007,110,110,99.9,5,79.3,82.3,0,0,9999,1810,2,5,0,0,PCG,1,1,1,6,A,1,1,1,5,193,<Null>,D,1,1,Y,1,0,7,7,7,Good,9,N,1,24,2/1/2022,2/1/2024,35,1,110,82,475,2142,428,1714,4284,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008132H,1245,2024
868,Point,0008132I,  5/630A,41ST ST OVER BROADWAY,41ST ST,BROADWAY,Washington State,Washington State,EVERETT,Snohomish County,NW,47.964443,-122.201332,N,5,<Null>,<Null>,1967,2009,203,97,99.9,7,94,108,0,12,9999,1509,2,5,0,0,PCG,3,5,1,6,A,1,5,1,005LX19266,0,<Null>,B,2,1,N,0,0,7,6,6,Fair,9,N,0,24,7/26/2023,7/26/2025,35,1,203,98,475,4725,945,3780,9450,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008132I,1243,2024
869,Point,0008134A,  5/402W,NISQUALLY OVERFLOW,I-5,NISQUALLY OVERFLOW,Washington State,Washington State,UNINCORPORATED,Pierce County,OL,47.075638,-122.696556,L,5,<Null>,<Null>,1968,0,400,100,99.9,3,48,51.4,0.7,0.7,9999,0,2,5,0,0,PCG,4,1,5,6,A,1,1,1,5,115.37,<Null>,D,1,1,Y,1,0,6,6,7,Fair,9,8,0,24,9/25/2022,9/25/2024,35,1,400,52,475,4940,988,3952,9880,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008134A,1132,2024
870,Point,0008134D,  5/406,OLD NISQUALLY RD OVER I-5,OLD NISQUALLY RD,I-5,Washington State,Washington State,UNINCORPORATED,Pierce County,OL,47.082886,-122.670151,N,5,<Null>,<Null>,1967,0,138,69,99.9,2,36.5,40,0.7,0.7,9999,1701,2,5,0,0,PCG,2,1,1,6,A,1,4,1,005LX11670,0.01,<Null>,B,6,0,N,0,0,7,7,7,Good,9,N,0,24,3/2/2022,3/2/2024,35,1,138,40,475,1311,262,1049,2622,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008134D,1133,2024
871,Point,0008137A, 90/239S,WEBER COULEE,I-90,WEBER COULEE,Washington State,Washington State,UNINCORPORATED,Grant County,NC,47.084999,-119.01722,R,5,<Null>,<Null>,1967,0,150,57,99.9,2,38,41.4,0.8,0.8,9999,0,1,2,0,0,CS,3,1,5,6,A,1,1,1,90,190.19,<Null>,I,1,1,Y,1,0,8,6,7,Fair,9,8,0,24,6/7/2022,6/7/2024,35,1,150,41,475,1460,292,1168,2921,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008137A,1528,2024
872,Point,0008137B, 90/239N,WEBER COULEE,I-90,WEBER COULEE,Washington State,Washington State,UNINCORPORATED,Grant County,NC,47.085194,-119.017166,L,5,<Null>,<Null>,1967,0,150,57,99.9,2,38,41.4,0.8,0.8,9999,0,1,2,0,0,CS,3,1,5,6,A,1,1,1,90,190.19,<Null>,D,1,1,Y,1,0,8,6,7,Fair,9,8,0,24,6/7/2022,6/7/2024,35,1,150,41,475,1460,292,1168,2921,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008137B,1527,2024
873,Point,0008137C, 90/240S,WEBER COULEE,I-90,WEBER COULEE,Washington State,Washington State,UNINCORPORATED,Grant County,NC,47.084358,-118.985367,R,5,<Null>,<Null>,1967,0,142,55,99.9,2,38,41.4,0.8,0.8,9999,0,1,2,0,0,CS,3,1,5,6,A,1,1,1,90,191.69,<Null>,I,1,1,Y,1,0,7,6,7,Fair,9,8,0,24,9/20/2021,9/20/2023,35,1,142,42,475,1416,283,1133,2833,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008137C,1531,2024
874,Point,0008137D, 90/240N,WEBER COULEE,I-90,WEBER COULEE,Washington State,Washington State,UNINCORPORATED,Grant County,NC,47.084538,-118.985428,L,5,<Null>,<Null>,1967,0,142,55,99.9,2,38,41.4,0.8,0.8,9999,0,1,2,0,0,CS,3,1,5,6,A,1,1,1,90,191.69,<Null>,D,1,1,Y,1,0,7,6,7,Fair,9,8,0,24,9/20/2021,9/20/2023,35,1,142,42,475,1416,283,1133,2833,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008137D,1530,2024
875,Point,0008140A,260/16,DRY WASH,SR 260,DRY WASH,Washington State,Washington State,KAHLOTUS,Franklin County,EA,46.64389,-118.555473,N,5,<Null>,<Null>,1967,0,82,32,77,2,34,37.4,0.8,0.8,9999,0,1,2,0,0,CS,3,1,5,6,A,1,3,1,260,24.86,<Null>,B,1,0,N,0,0,3,7,7,Poor,9,5,0,24,7/26/2022,7/26/2024,35,1,82,36,475,701,140,561,1402,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008140A,116,2024
876,Point,0008153A, 26/253,SR 26 OVER RAILROAD,SR 26,PCC RR,Washington State,Washington State,UNINCORPORATED,Whitman County,EA,46.785271,-117.935692,N,5,<Null>,<Null>,1967,0,183,61,99.9,2,34,37.4,0.7,0.7,9999,2303,2,5,0,0,PCG,3,1,2,6,A,1,3,1,26,102.76,<Null>,B,7,1,Y,0,0,3,6,6,Poor,9,N,0,24,3/21/2023,3/21/2025,35,1,183,36,475,1564,313,1252,3129,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008153A,22,2024
877,Point,0008153C, 26/259,WILLOW CREEK,SR 26,WILLOW CREEK,Washington State,Washington State,UNINCORPORATED,Whitman County,EA,46.797222,-117.868668,N,5,<Null>,<Null>,1967,0,65,44,59.5,2,34,37.4,0.7,0.7,9999,0,1,2,0,0,CS,3,1,5,5,A,1,3,1,26,106.11,<Null>,B,10,1,Y,0,0,3,7,7,Poor,9,5,0,24,3/21/2023,3/21/2025,35,1,65,36,475,552,110,441,1103,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008153C,23,2024
878,Point,0008172A, 12/31S,US 12 OVER SYLVIA CR/RR,US 12,SYLVIA CR   NP RY,Washington State,Washington State,UNINCORPORATED,Grays Harbor County,OL,46.974136,-123.616692,R,5,<Null>,<Null>,1968,0,1106,86,99.9,2,33,36.4,0.8,0.8,9999,2401,2,5,0,0,PCG,14,1,7,6,A,1,2,1,12,9.65,<Null>,I,1,1,Y,2,0,7,6,7,Fair,9,7,0,24,7/31/2023,8/1/2025,35,1,1106,35,475,9194,1839,7355,18387,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008172A,575,2024
879,Point,0008175A,167/125E,SR 167 OVER RAILROAD,SR 167,RAILROAD & PED TRAIL,Washington State,Washington State,KENT,King County,NW,47.388863,-122.242111,R,5,<Null>,<Null>,1967,1998,348,120,99.9,3,54,55.7,0,0,9999,2604,2,5,0,0,PCG,3,1,2,6,A,1,3,1,167,20.4,<Null>,I,1,1,Y,0,0,7,7,7,Good,9,N,0,24,7/20/2022,7/20/2024,35,1,348,58,475,4794,959,3835,9587,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008175A,706,2024
880,Point,0008175B,167/125W,SR 167 OVER RAILROAD,SR 167,CMSTPP RR,Washington State,Washington State,KENT,King County,NW,47.389084,-122.242142,L,5,<Null>,<Null>,1967,1998,360,120,99.9,3,50,51.7,0,0,9999,2810,2,5,0,0,PCG,3,1,2,6,A,1,3,1,167,20.4,<Null>,D,1,1,Y,0,0,4,7,7,Poor,9,N,1,24,7/20/2022,7/20/2024,35,1,360,40,475,3420,684,2736,6840,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008175B,156,2024
881,Point,0008175C,167/126E,SR 167 OVER 4TH AVE N,SR 167,4TH AVE N,Washington State,Washington State,KENT,King County,NW,47.392227,-122.237305,R,5,<Null>,<Null>,1967,0,246,103,99.9,3,54,56.8,0,0,9999,1801,2,6,0,0,PCG,3,1,1,6,A,1,3,1,167,20.7,<Null>,I,1,1,Y,0,0,7,7,7,Good,9,N,0,24,7/20/2022,7/20/2024,35,1,246,56,475,3272,654,2618,6544,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008175C,707,2024
882,Point,0008175D,167/126W,SR 167 OVER 4TH AVE N,SR 167,4TH AVE N,Washington State,Washington State,KENT,King County,NW,47.392223,-122.23761,L,5,<Null>,<Null>,1967,1998,246,103,99.9,3,54,55.7,0,0,9999,1806,2,6,0,0,PCG,3,1,1,6,A,1,3,1,167,20.7,<Null>,D,1,1,Y,0,0,7,7,7,Good,9,N,1,24,7/20/2022,7/20/2024,35,1,246,56,475,3272,654,2618,6544,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008175D,708,2024
883,Point,0008175E,167/127E,SR 167 OVER RAILROAD,SR 167,NP RY,Washington State,Washington State,KENT,King County,NW,47.395012,-122.233162,R,5,<Null>,<Null>,1967,1998,314,138,99.9,3,57,58.7,0,0,9999,2310,2,4,0,0,SG,3,1,2,6,A,1,3,1,167,20.96,<Null>,I,1,1,Y,0,0,7,5,7,Fair,9,N,0,24,5/21/2023,5/21/2025,35,1,314,59,475,4400,880,3520,8800,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008175E,1744,2024
884,Point,0008175F,167/127W,SR 167 OVER RAILROAD,SR 167,NP RY,Washington State,Washington State,KENT,King County,NW,47.395164,-122.233269,L,5,<Null>,<Null>,1967,1998,314,138,99.9,3,50,51.7,0,0,9999,2310,2,4,0,0,SG,3,1,2,6,A,1,3,1,167,20.96,<Null>,D,1,1,Y,0,0,7,5,7,Fair,9,N,2,24,5/21/2023,5/21/2025,35,1,314,59,475,4400,880,3520,8800,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008175F,1745,2024
885,Point,0008176A,  2/7W-W,W-W RAMP OVER SR 204,US 2,SR 204,Washington State,Washington State,UNINCORPORATED,Snohomish County,NW,47.978794,-122.137138,N,4,<Null>,<Null>,1967,0,583,45,99.9,1,21,24.5,1.5,1.5,9999,2002,1,2,0,0,CS,14,1,6,5,A,1,2,7,002S100221,0.1,<Null>,I,1,0,Y,0,0,7,7,7,Good,9,8,0,24,8/9/2022,8/9/2024,35,1,583,29,475,4016,803,3212,8031,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008176A,810,2024
886,Point,0008190A, 90/50S,I-90 OVER RICHARDS RD,I-90,RICHARDS RD,Washington State,Washington State,BELLEVUE,King County,NW,47.580109,-122.169334,R,5,<Null>,<Null>,1968,0,214,78,99.9,6,92,95.4,0.7,0.7,9999,2000,2,6,0,0,PCG,3,1,1,6,A,1,1,1,90,10.17,<Null>,I,1,1,Y,1,0,7,7,7,Good,9,N,1,24,5/31/2023,5/31/2025,35,1,214,94,475,4778,956,3822,9555,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008190A,1546,2024
887,Point,0008190B, 90/47E-N,E-N RAMP OVER I-90,I-90 RAMP TO I-405,I-90 MAINLINE,Washington State,Washington State,BELLEVUE,King County,NW,47.579887,-122.175278,N,5,<Null>,<Null>,1969,0,454,135,99.9,1,33.3,36.5,0.7,0.7,9999,1603,5,2,0,0,CBOX,4,1,1,6,A,1,1,7,090P200926,0.18,<Null>,I,1,0,Y,0,0,6,7,7,Fair,9,N,0,24,4/5/2022,4/5/2024,35,1,454,37,475,3990,798,3192,7979,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008190B,1544,2024
888,Point,0008190E, 90/48W-S,W-S RAMP OVER MAINLINE,I-90 W-S RAMP,I-90 MAINLINE,Washington State,Washington State,BELLEVUE,King County,NW,47.580776,-122.173332,N,5,<Null>,<Null>,1969,0,464,146,99.9,1,23,26.5,0.7,0.7,9999,1604,5,2,0,0,CBox,4,6,1,6,A,1,1,7,090R201046,0.13,<Null>,I,1,0,Y,0,0,6,7,7,Fair,9,N,0,24,8/15/2023,8/15/2025,35,1,464,25,475,2755,551,2204,5510,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008190E,1545,2024
889,Point,0008190F,405/35E,I-405 OVER I-90 FACTORIA,I-405,I-90 FACTORIA,Washington State,Washington State,BELLEVUE,King County,NW,47.579388,-122.174141,R,5,<Null>,<Null>,1969,1995,602,134,99.9,2,38,41,0,0,9999,1704,5,2,0,0,CBOX,5,8,1,6,A,1,1,1,405,11.05,<Null>,I,1,1,Y,1,0,6,6,7,Fair,9,N,0,24,8/9/2022,8/9/2024,35,1,602,40,475,5719,1144,4575,11438,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008190F,1034,2024
890,Point,0008190G,405/35HOV,I-405 NB HOV OVER I-90,I-405 NB HOV,I-90  FACTORIA,Washington State,Washington State,BELLEVUE,King County,NW,47.579762,-122.174469,N,5,<Null>,<Null>,1969,1995,526,116,99.9,1,38,41,0,0,9999,1704,5,2,0,0,CBOX,6,8,1,6,A,1,1,1,405HI01093,0.13,<Null>,I,1,1,Y,0,0,7,6,6,Fair,9,N,1,24,8/9/2022,8/9/2024,35,1,526,40,475,4997,999,3998,9994,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008190G,1035,2024
891,Point,0008195A,  5/556N-W,N-W RAMP OVER E-N RAMP,I-5,N-W RAMP  E-N RAMP,Washington State,Washington State,SEATTLE,King County,NW,47.625435,-122.330055,N,5,<Null>,<Null>,1967,0,95,89,90,1,25,28.4,0.8,0.8,9999,1607,2,3,0,0,SG,1,1,1,6,A,1,1,7,005P116639,0.51,<Null>,I,3,0,Y,0,0,7,7,7,Good,9,N,0,24,9/7/2021,9/7/2023,35,1,95,23,400,437,87,350,874,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008195A,1754,2024
892,Point,0008200C, 90/161N,I-90 OVER UMPTANUM RD,I-90,UMPTANUM RD,Washington State,Washington State,UNINCORPORATED,Kittitas County,SC,46.981026,-120.560165,L,5,<Null>,<Null>,1967,0,162,53,99.9,2,38,41.5,0.7,0.7,9999,1604,4,2,0,0,CTB,3,1,1,6,A,1,1,1,90,108.31,<Null>,D,1,1,Y,1,0,4,7,7,Poor,9,N,0,24,8/26/2021,8/26/2023,35,1,162,42,475,1616,323,1293,3232,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008200C,199,2024
893,Point,0008200E, 90/162S,WILSON CREEK,I-90,WILSON CREEK,Washington State,Washington State,UNINCORPORATED,Kittitas County,SC,46.97464,-120.546555,R,5,<Null>,<Null>,1967,0,118,47,99.9,2,38,41.5,0.8,0.8,9999,0,1,2,0,0,CS,3,1,5,6,A,1,1,1,90,109.13,<Null>,I,1,1,Y,1,0,7,4,7,Poor,9,5,0,24,6/9/2022,6/9/2024,35,1,118,40,475,1121,224,897,2242,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008200E,201,2024
894,Point,0008200F, 90/162N,WILSON CREEK,I-90,WILSON CREEK,Washington State,Washington State,UNINCORPORATED,Kittitas County,SC,46.974998,-120.546669,L,5,<Null>,<Null>,1967,2002,118,46,99.9,3,50,53.3,0,0,9999,0,1,2,0,0,CS,3,1,5,6,A,1,1,1,90,109.13,<Null>,D,1,1,Y,1,0,4,6,7,Poor,9,4,0,24,6/9/2022,6/9/2024,35,1,118,56,475,1570,314,1256,3139,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008200F,200,2024
895,Point,0008200H, 90/163S,I-90 OVER CANYON RD & RR,I-90,CANYON RD & BNSF RR,Washington State,Washington State,ELLENSBURG,Kittitas County,SC,46.973778,-120.541832,R,5,5,<Null>,1968,0,457,114,99.9,2,33,36.5,0.8,0.8,9999,2307,2,6,0,0,PCG,5,1,4,6,A,1,1,1,90,109.36,<Null>,I,1,1,Y,1,0,6,7,7,Fair,9,N,0,24,10/14/2021,10/14/2023,35,1,457,35,400,3199,640,2559,6398,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008200H,1514,2024
896,Point,0008226A,  5/646,12TH ST NE OVER I-5,12TH ST NE,I-5,Washington State,Washington State,UNINCORPORATED,Snohomish County,NW,48.007526,-122.174805,N,5,<Null>,<Null>,1967,0,212,61,99.9,2,30,33.2,0.7,0.7,9999,1607,2,5,0,0,PCG,4,1,1,6,A,1,4,1,61006652,0,<Null>,B,2,0,N,0,0,6,4,7,Poor,9,N,0,24,10/26/2022,10/26/2024,35,1,212,32,475,1611,322,1289,3222,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008226A,173,2024
897,Point,0008226E,  5/648W,STEAMBOAT SLOUGH,I-5,STEAMBOAT SLOUGH,Washington State,Washington State,UNINCORPORATED,Snohomish County,NW,48.034958,-122.178078,L,5,<Null>,<Null>,1968,0,1026,121,99.9,3,48,51.4,0.7,0.7,9999,0,2,6,0,0,PCG,9,1,5,6,A,1,1,1,5,197.9,<Null>,D,1,1,Y,1,0,6,6,6,Fair,9,7,2,24,3/6/2022,3/6/2024,35,1,1026,56,475,13646,2729,10917,27292,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0008226E,1253,2024
