OBJECTID_1 *,Shape *,StateStructureId,BridgeNumber,BridgeName,FacilitiesCarried,FeaturesIntersected,Owner,Custodian,CityName,CountyName,RegionName,Latitude,Longitude,ParallelStructure,HistoricSignificanceNRHP,HistoricalSignificanceHAER,HistoricSignificanceLocal,YearBuilt,YearRebuilt,StructureLengthByFeet,MaximumSpanLengthFeet,ScreeningLengthBy10th,LanesOn,CurbToCurbWidthFeetAnd10th,OutToOutWidthFeetAnd10th,SidewalkCurbWidthLeftBy10th,SidewalkCurbWidthRightBy10th,MinVertClrncOverDeck,MinVertClrncUnderBridge,MainSpanDesign,MainSpanMaterial,ApproachSpanDesign,ApproachSpanMaterial,SpanType,NumberOfSpans,ServiceOn,ServiceUnder,DesignLoadCode,OpenClosedPosted,OnUnderCode,FederalHighwayClass,ServiceLevel,RouteIdentifier,StateRouteMilepost,AheadBackIndicator,InventoryDirection,Detour,BaseHighwayNetwork,NationalTruckNetwork,STRAHNET,FederalLandsHighway,DeckCondition,SuperstructureCondition,SubstructureCondition,BridgeOverallConditionState,CulvertCondition,ScourCondition,NumberOfUtilites,InspectionFrequency,InspectionDate,InspectionDueDate,PrpsedImprvTypeOfWork,PrpsedImprvWorkMethod,PrpsedImprvStructureLgthByFT,PrpsedImprvRoadwayWdthByFT,PrpsedImprvCostPerSFDeck,PrpsedImprvStructureCost,PrpsedImprvRoadwayCost,PrpsedImprvEngMiscCost,PrpsedImprvTotalCost,PrpsedImprvEstimateYear,TunnelPortalShape,TunnelShape,TunnelLengthByFeet,TunnelGroundConditions,TunnelNumberOfBores,TunnelServiceLevel,TunnelOtherRestriction,TunnelHazardousMatRest,TunnelHeightRestrictionFlag,TunnelMinVertClrncOverRdBy10,TunnelComplexCode,updated_date,Structure ID,ObjectID,Min Need Year
160,Point,0001706A,  2/37,PROCTOR CREEK,US 2,PROCTOR CREEK,Washington State,Washington State,UNINCORPORATED,Snohomish County,NW,47.834007,-121.644913,N,5,<Null>,<Null>,1933,0,135,80,99.9,2,25,32,4,0,9999,0,2,4,0,0,SRB,3,5,5,2,A,1,2,1,2,31.07,<Null>,B,99,1,Y,0,2,6,6,6,Fair,9,3,1,24,4/5/2022,4/5/2024,35,1,135,35,475,1122,224,898,2244,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001706A,1749,2024
161,Point,0001706B,  2/38,NO NAME CREEK,US 2,NO NAME CREEK,Washington State,Washington State,UNINCORPORATED,Snohomish County,NW,47.821415,-121.613808,N,5,<Null>,<Null>,1933,0,93,39,88,2,24,30.9,3.5,0,9999,0,4,1,0,0,CTB,3,5,5,2,A,1,2,1,2,33.34,<Null>,B,99,1,Y,0,2,4,7,7,Poor,9,5,1,24,3/9/2022,3/9/2024,35,1,93,36,475,795,159,636,1590,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001706B,17,2024
162,Point,0001724B, 12/620,US 12 OVER NINE MI CR/RR,US 12,NINE MILE CR & RR,Washington State,Washington State,UNINCORPORATED,Walla Walla County,SC,46.071583,-118.781914,N,5,<Null>,<Null>,1933,1988,213,47,99.9,2,32,35,0,0,9999,2304,2,1,0,0,CTB,6,1,7,2,A,1,2,1,12,314.16,<Null>,B,31,1,Y,0,0,4,7,5,Poor,9,5,0,24,5/9/2023,5/9/2025,35,1,213,34,475,1720,344,1376,3440,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001724B,45,2024
163,Point,0001727A, 14/212,KLICKITAT RIVER,SR 14,KLICKITAT RIVER,Washington State,Washington State,UNINCORPORATED,Klickitat County,SW,45.696945,-121.291779,N,3,<Null>,<Null>,1933,0,265,156,99.9,2,24,34.5,3.6,3.6,9999,0,11,1,1,2,CA CS,1,5,5,2,A,1,3,1,14,75.76,<Null>,B,9,1,Y,0,2,8,6,6,Fair,9,9,1,24,7/11/2023,7/11/2025,35,1,265,34,475,2140,428,1712,4280,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001727A,640,2024
164,Point,0001743A, 97/406,DRY GULCH,US 97,DRY GULCH,Washington State,Washington State,UNINCORPORATED,Douglas County,NC,47.677513,-120.197441,N,5,<Null>,<Null>,1933,1988,42,40,40,2,36,39,0,0,9999,0,4,1,0,0,CTB,1,1,5,2,A,1,2,1,97,217.23,<Null>,B,24,1,Y,0,0,7,7,7,Good,9,5,1,24,7/12/2023,7/12/2025,35,1,42,41,475,409,82,327,818,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001743A,1603,2024
165,Point,0001743B, 97/408,FARM ACCESS,US 97,DRIVEWAY,Washington State,Washington State,UNINCORPORATED,Douglas County,NC,47.704182,-120.194847,N,5,<Null>,<Null>,1933,1978,42,40,37,2,36.5,39,0,0,9999,0,4,1,0,0,CTB,1,1,0,0,A,1,2,1,97,219.2,<Null>,B,24,1,Y,0,0,7,7,7,Good,9,N,0,24,7/13/2022,7/13/2024,35,1,42,40,475,399,80,319,798,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001743B,1604,2024
166,Point,0001745A, 31/42,SLATE CREEK,SR 31,SLATE CREEK,Washington State,Washington State,UNINCORPORATED,Pend Oreille County,EA,48.929192,-117.307091,N,5,<Null>,<Null>,1933,0,216,80,99.9,2,27,30.2,0,0,9999,0,3,3,2,3,SG,1,1,5,2,A,1,3,1,31,21.04,<Null>,B,99,1,Y,0,2,7,6,5,Fair,9,8,0,24,8/2/2022,8/2/2024,35,1,216,28,475,1436,287,1149,2873,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001745A,361,2024
167,Point,0001758A,  2/503,CORBETT DRAW,US 2,CORBETT DRAW,Washington State,Washington State,ALMIRA,Lincoln County,EA,47.710529,-118.925697,N,5,<Null>,<Null>,1933,0,111,40,99.9,2,24.1,26,0,0,9999,0,4,1,0,0,CTB,3,1,5,2,A,1,2,1,2,210.55,<Null>,B,2,1,Y,0,0,6,6,6,Fair,9,5,0,24,4/17/2023,4/17/2025,35,1,111,30,475,791,158,633,1582,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001758A,801,2024
168,Point,0001784A,167/13,SR 167 OVER RAILROAD,SR 167,BNSF RR,Washington State,Washington State,TACOMA,Pierce County,OL,47.237263,-122.396454,N,5,<Null>,<Null>,1934,0,211,47,99.9,4,48,58,4,4,9999,2409,4,2,0,0,CTB,5,5,2,2,A,1,3,1,167,0.64,<Null>,B,1,1,Y,0,0,5,4,4,Poor,9,N,1,24,10/22/2022,10/22/2024,35,1,211,58,475,2906,581,2325,5813,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001784A,46,2024
169,Point,0001810A, 20/905,LOST CREEK,SR 20,LOST CREEK,Washington State,Washington State,UNINCORPORATED,Pend Oreille County,EA,48.612972,-117.366081,N,5,<Null>,<Null>,1934,0,64,15,59,2,26,27,0,0,9999,0,2,7,0,0,TTC,4,1,5,2,A,1,3,1,20,395.8,<Null>,B,13,1,Y,0,0,7,5,5,Fair,9,8,1,24,8/3/2022,8/3/2024,35,1,64,33,475,502,100,401,1003,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001810A,354,2024
170,Point,0001812A, 28/208,CRAB CREEK,SR 28,CRAB CREEK,Washington State,Washington State,ODESSA,Lincoln County,EA,47.333138,-118.6875,N,5,<Null>,<Null>,1934,0,107,32,99.9,2,24,34.7,4,4,9999,0,1,2,0,0,CS,3,5,5,2,A,1,3,1,28,93.94,<Null>,B,10,1,Y,0,0,7,7,7,Good,9,7,1,24,8/16/2022,8/16/2024,35,1,107,60,475,1525,305,1220,3050,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001812A,957,2024
171,Point,0001856A,101/18,GREENHEAD SLOUGH,US 101,GREENHEAD SLOUGH,Washington State,Washington State,UNINCORPORATED,Pacific County,SW,46.371803,-123.950165,N,5,<Null>,<Null>,1934,0,534,19,99.9,2,24.5,26,0,0,9999,0,2,7,0,0,TTC,28,1,5,2,A,1,2,1,101,20.32,<Null>,B,41,1,Y,0,0,3,6,5,Poor,9,5,0,24,5/24/2022,5/24/2024,35,1,534,40,475,5073,1015,4058,10146,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001856A,72,2024
172,Point,0001856B,101/22,TEAL SLOUGH,US 101,TEAL SLOUGH,Washington State,Washington State,UNINCORPORATED,Pacific County,SW,46.428192,-123.91819,N,5,<Null>,<Null>,1934,0,287,19,99.9,2,23.7,24.3,0,0,9999,0,2,7,0,0,TTC,15,1,5,2,A,1,2,1,101,25.56,<Null>,B,41,1,Y,0,0,6,6,5,Fair,9,8,1,24,5/23/2022,5/23/2024,35,1,287,32,475,2181,436,1745,4362,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001856B,443,2024
173,Point,0001891A,  4/108,HULL CREEK,SR 4,HULL CREEK,Washington State,Washington State,UNINCORPORATED,Wahkiakum County,SW,46.356182,-123.605164,N,5,<Null>,<Null>,1934,0,78,19,73,2,24.6,26.3,0,0,9999,0,2,7,0,0,TTC,4,1,5,2,A,1,3,1,4,17.36,<Null>,B,2,1,Y,0,0,7,7,4,Poor,9,5,3,24,8/23/2021,8/23/2023,35,1,78,30,475,556,111,445,1112,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001891A,127,2024
174,Point,0001915A, 14/137,SR 14 OVER RAILROAD,SR 14,SP S RY,Washington State,Washington State,UNINCORPORATED,Skamania County,SW,45.72464,-121.558167,N,5,<Null>,<Null>,1934,0,158,65,99.9,2,24,30.5,3,0,9999,2200,4,2,0,0,CTB,3,5,2,2,A,1,3,1,14,61.62,<Null>,B,20,1,Y,0,2,7,7,7,Good,9,N,0,24,7/18/2023,7/18/2025,35,1,158,32,475,1201,240,961,2402,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001915A,635,2024
175,Point,0001929A, 20/204,DECEPTION PASS,SR 20,DECEPTION PASS,Washington State,Washington State,UNINCORPORATED,Island County,NW,48.407223,-122.644554,N,1,<Null>,<Null>,1935,0,976,550,99.9,2,22,30,2.8,2.8,9999,0,9,3,4,2,STrus CTB,3,5,5,2,A,1,3,1,20,41.81,<Null>,B,99,1,Y,3,0,6,5,7,Fair,9,9,2,24,2/6/2023,2/6/2025,35,1,976,34,475,7881,1576,6305,15762,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001929A,269,2024
176,Point,0001935A, 22/6,YAKIMA R,SR 22,YAKIMA R,Washington State,Washington State,UNINCORPORATED,Yakima County,SC,46.410969,-120.314331,N,5,<Null>,<Null>,1935,0,545,90,99.9,2,24,30,3.5,0,9999,0,2,4,0,0,SRB,6,5,5,2,A,1,3,1,22,1.1,<Null>,B,8,1,Y,0,1,6,5,6,Fair,9,5,0,24,9/23/2021,9/23/2023,35,1,545,34,475,4401,880,3521,8802,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001935A,899,2024
177,Point,0001949A, 12/25,WYNOOCHEE RIVER,US 12,WYNOOCHEE RIVER,Washington State,Washington State,UNINCORPORATED,Grays Harbor County,OL,46.976582,-123.643944,N,5,<Null>,<Null>,1935,0,286,200,99.9,4,44,45.5,0,0,1603,0,10,3,2,3,STrus SRB,1,1,5,2,A,1,2,1,12,8.33,<Null>,B,7,1,Y,2,0,3,4,6,Poor,9,3,0,24,6/7/2023,6/7/2025,35,1,286,62,475,4212,842,3369,8423,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0001949A,42,2024
178,Point,0002031E,101/158,BOULDER CR,US 101,BOULDER CR,Washington State,Washington State,UNINCORPORATED,Grays Harbor County,OL,47.425831,-123.876442,N,5,<Null>,<Null>,1936,0,47,15,43,2,27,28.5,0,0,9999,0,2,7,0,0,TTC,3,1,5,2,A,1,2,1,101,124.02,<Null>,B,99,1,Y,0,0,7,6,6,Fair,9,U,0,24,8/3/2023,7/15/2025,35,1,47,32,475,357,71,286,714,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002031E,463,2024
179,Point,0002042A, 14/131,GULCH,SR 14,GULCH,Washington State,Washington State,UNINCORPORATED,Skamania County,SW,45.71859,-121.608681,N,5,<Null>,<Null>,1937,0,215,26,99.9,2,24,31,0,3.1,9999,0,1,1,0,0,CS,9,5,5,2,A,1,3,1,14,59.03,<Null>,B,19,1,Y,0,2,7,7,7,Good,9,8,0,24,7/18/2023,7/18/2025,35,1,215,32,475,1634,327,1307,3268,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002042A,633,2024
180,Point,0002058A, 14/132,SR 14 OVER RAILROAD,SR 14,SP S RY,Washington State,Washington State,UNINCORPORATED,Skamania County,SW,45.720703,-121.601471,N,5,<Null>,<Null>,1936,0,126,54,99.9,2,24,30.7,0,3.5,9999,2304,4,2,0,0,CTB,3,5,2,2,A,1,3,1,14,59.44,<Null>,B,20,1,Y,0,2,7,7,5,Fair,9,N,0,24,7/18/2023,7/18/2025,35,1,126,31,475,928,186,742,1855,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002058A,634,2024
181,Point,0002059A,  2/45,US 2 OVER RAILROAD,US 2,BNRR,Washington State,Washington State,UNINCORPORATED,Snohomish County,NW,47.802307,-121.515999,N,5,<Null>,<Null>,1936,0,257,77,99.9,2,24,30.5,0,2.7,9999,2811,4,2,0,0,CTB,5,1,2,2,A,1,2,1,2,38.61,<Null>,B,99,1,Y,0,2,3,6,6,Poor,9,N,1,24,4/4/2022,4/4/2024,35,1,257,36,475,2198,440,1758,4395,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002059A,19,2024
182,Point,0002059B, 25/124,SR 25 OVER QUARRY RD,SR 25,QUARRY RD (ABANDONED),Washington State,Washington State,UNINCORPORATED,Stevens County,EA,48.889526,-117.825302,N,5,<Null>,<Null>,1935,0,53,17,48,2,25.7,26.2,0,0,9999,0,2,7,0,0,TTC,3,1,0,2,A,1,3,1,25,110.51,<Null>,B,66,1,Y,0,0,7,6,7,Fair,9,N,0,24,6/14/2022,6/14/2024,35,1,53,28,475,352,70,282,705,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002059B,921,2024
183,Point,0002060A,101/256,BIG QUILCENE RIVER,US 101,BIG QUILCENE RIVER,Washington State,Washington State,UNINCORPORATED,Jefferson County,OL,47.810764,-122.910629,N,3,<Null>,<Null>,1936,0,244,150,99.9,2,24,24,0,3,1703,0,10,3,4,1,STrus CTB,1,5,5,2,A,1,2,1,101,296.65,<Null>,B,99,1,Y,0,0,4,5,6,Poor,9,3,0,24,10/10/2022,10/10/2024,35,1,244,30,475,1738,348,1391,3477,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002060A,74,2024
184,Point,0002102C, 20/924,DAVIS CREEK,SR 20,DAVIS CREEK,Washington State,Washington State,UNINCORPORATED,Pend Oreille County,EA,48.275074,-117.263756,N,5,<Null>,<Null>,1936,0,77,15,72,2,27.5,29,0,0,9999,0,2,7,0,0,TTC,5,1,5,2,A,1,3,1,20,423.75,<Null>,B,8,1,Y,0,0,6,7,5,Fair,9,8,1,24,8/31/2021,9/1/2023,35,1,77,30,475,548,110,439,1097,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002102C,843,2024
185,Point,0002174A,125/10,MILL CR,SR 125,MILL CR,Washington State,Washington State,WALLA WALLA,Walla Walla County,SC,46.0658,-118.349915,N,5,<Null>,<Null>,1936,0,59,53,54,2,36,51.7,6.4,6.4,9999,0,4,1,0,0,CTB,1,5,5,2,A,1,3,1,125,5.54,<Null>,B,5,1,Y,0,0,7,7,7,Good,9,8,3,24,5/9/2023,5/9/2025,35,1,59,38,475,532,106,426,1065,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002174A,615,2024
186,Point,0002214A,108/4,WILDCAT CREEK,SR 108,WILDCAT CREEK,Washington State,Washington State,MCCLEARY,Grays Harbor County,OL,47.055584,-123.278107,N,5,<Null>,<Null>,1936,0,26,20,<Null>,2,29.5,32.5,0,0,9999,0,11,1,0,0,CEFA,1,1,5,0,A,1,3,1,108,0.5,<Null>,B,3,1,Y,0,0,7,6,5,Fair,9,7,2,24,9/27/2021,9/27/2023,35,1,26,34,475,210,42,168,420,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002214A,516,2024
187,Point,0002228G,  2/114,STREAM,US 2,STREAM,Washington State,Washington State,UNINCORPORATED,King County,NW,47.71344,-121.376251,N,5,<Null>,<Null>,1937,0,47,15,42,2,28,30.6,0,0,9999,0,2,7,0,0,TTC,3,1,5,2,A,1,2,1,2,47.91,<Null>,B,6,1,Y,0,2,7,6,6,Fair,9,5,0,24,8/3/2021,8/3/2023,35,1,47,33,400,310,62,248,620,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002228G,12,2024
188,Point,0002236A, 12/61,CLOQUALLUM CREEK,US 12,CLOQUALLUM CREEK,Washington State,Washington State,ELMA,Grays Harbor County,OL,47.004295,-123.387146,N,5,<Null>,<Null>,1937,0,232,81,99.9,2,24,30.5,3.2,0,9999,0,4,2,0,0,CTB,5,5,5,2,A,1,2,1,12,21.37,<Null>,B,14,1,Y,0,0,7,6,7,Fair,9,5,2,24,8/23/2022,8/23/2024,35,1,232,30,475,1653,331,1322,3306,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002236A,593,2024
189,Point,0002236B, 12/64,MOX CHEHALIS CREEK,US 12,MOX CHEHALIS CREEK,Washington State,Washington State,UNINCORPORATED,Grays Harbor County,OL,46.956696,-123.327248,N,5,<Null>,<Null>,1937,0,165,65,99.9,2,24,31,4,0,9999,0,4,2,0,0,CTB,4,5,5,2,A,1,2,1,12,25.8,<Null>,B,14,1,Y,0,0,6,6,6,Fair,9,5,0,24,10/25/2022,10/25/2024,35,1,165,34,475,1332,266,1066,2665,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002236B,597,2024
190,Point,0002236D, 12/68,GIBSON CREEK,US 12,GIBSON CREEK,Washington State,Washington State,UNINCORPORATED,Grays Harbor County,OL,46.902905,-123.291214,N,5,<Null>,<Null>,1937,0,189,75,99.9,2,24,30.3,3.5,0,9999,0,4,2,0,0,CTB,3,5,5,2,A,1,2,1,12,29.93,<Null>,B,18,1,Y,0,0,6,7,7,Fair,9,5,1,24,10/25/2022,10/25/2024,35,1,189,38,475,1706,341,1364,3411,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002236D,602,2024
191,Point,0002241D, 12/630,WOODWARD CR,US 12,WOODWARD CR,Washington State,Washington State,UNINCORPORATED,Walla Walla County,SC,46.052807,-118.615608,N,5,<Null>,<Null>,1919,1937,60,20,55,2,28,35.8,2.8,0,9999,0,11,1,1,1,CEFA CS,1,5,5,2,A,1,2,1,12,322.88,<Null>,B,3,1,Y,0,0,7,7,7,Good,9,5,0,24,3/24/2022,3/24/2024,35,1,60,38,475,542,108,433,1083,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002241D,595,2024
192,Point,0002251A,202/66,S FK SNOQUALMIE R,SR 202,S FK SNOQUALMIE R,Washington State,Washington State,NORTH BEND,King County,NW,47.499584,-121.788719,N,5,<Null>,<Null>,1936,0,453,95,99.9,2,24,29.5,0,3.5,9999,0,3,3,1,2,SG CS,1,5,5,2,A,1,3,1,202,29.5,<Null>,B,5,1,Y,0,0,6,6,5,Fair,9,3,4,24,9/22/2022,9/22/2024,35,1,453,36,475,3873,775,3098,7746,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002251A,419,2024
193,Point,0002293A, 26/285,PALOUSE RIVER BRIDGE,SR 26,PALOUSE RIVER,Washington State,Washington State,UNINCORPORATED,Whitman County,EA,46.890862,-117.375557,N,5,<Null>,<Null>,1937,0,603,88,99.9,2,24,30.8,0,3.5,9999,0,4,2,0,0,CTB,16,5,5,2,A,1,3,1,26,132.94,<Null>,B,3,1,Y,0,0,3,6,5,Poor,9,8,0,24,9/14/2021,9/14/2023,35,1,603,32,400,3859,772,3087,7718,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002293A,57,2024
194,Point,0002295A, 25/132,SHEEP CREEK,SR 25,SHEEP CREEK,Washington State,Washington State,UNINCORPORATED,Stevens County,EA,48.940903,-117.772141,N,5,<Null>,<Null>,1937,0,98,57,95,2,24,30.8,3,0,9999,0,4,2,0,0,CTB,3,5,5,2,A,1,3,1,25,115.44,<Null>,B,99,1,Y,0,0,7,6,6,Fair,9,3,1,24,6/21/2023,6/21/2025,35,1,98,28,475,652,130,521,1303,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002295A,922,2024
195,Point,0002309A, 27/12,N FK PALOUSE R,SR 27,PALOUSE RIVER,Washington State,Washington State,PALOUSE,Whitman County,EA,46.908966,-117.076637,N,5,<Null>,<Null>,1938,0,130,96,99.9,2,24,37.6,3.5,3.5,9999,0,3,3,4,1,SG CTB,1,5,5,2,A,1,3,1,27,15.03,<Null>,B,1,0,N,0,0,6,6,6,Fair,9,5,3,24,5/9/2023,5/9/2025,35,1,130,30,475,922,184,738,1845,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002309A,1752,2024
196,Point,0002311A, 12/12N,WISHKAH RIVER BRIDGE,US 12,WISHKAH RIVER,Washington State,Washington State,ABERDEEN,Grays Harbor County,OL,46.977112,-123.812889,L,5,<Null>,<Null>,1925,2003,363,145,99.9,2,27,28.6,5,5,1505,0,16,3,20,2,BAS STrus CTB CS,1,5,5,2,A,1,2,1,012COABERDN,0.5,<Null>,I,1,1,Y,2,0,7,4,4,Poor,9,U,0,24,3/28/2023,3/28/2025,35,1,363,32,475,2759,552,2207,5518,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002311A,40,2024
197,Point,0002330A,  4/118,WEST FORK SKAMOKAWA CR,SR 4,W FK SKAMOKAWA CR,Washington State,Washington State,UNINCORPORATED,Wahkiakum County,SW,46.289276,-123.467224,N,5,<Null>,<Null>,1938,0,70,17,65,2,24,30.5,3.5,0,9999,0,2,7,0,0,TTC,4,5,5,2,A,1,3,1,4,27.47,<Null>,B,4,1,Y,0,0,6,7,7,Fair,9,8,1,24,4/28/2022,4/28/2024,35,1,70,34,475,565,113,452,1130,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002330A,1006,2024
198,Point,0002331A,  4/110,GRAYS RIVER,SR 4,GRAYS RIVER,Washington State,Washington State,UNINCORPORATED,Wahkiakum County,SW,46.359249,-123.567085,N,3,<Null>,<Null>,1938,0,283,220,99.9,2,24,26,0,3.7,1411,0,10,3,4,1,STrus CTB,1,5,5,2,A,1,3,1,4,19.3,<Null>,B,99,1,Y,0,0,6,5,6,Fair,9,5,1,24,9/22/2022,9/22/2024,35,1,283,30,475,2016,403,1613,4033,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002331A,446,2024
199,Point,0002332A,  2/116,S FK SKYKOMISH RIVER,US 2,S FK SKYKOMISH RIVER,Washington State,Washington State,UNINCORPORATED,King County,NW,47.714169,-121.342003,N,3,<Null>,<Null>,1938,0,339,241,99.9,2,24,25.1,0,3.8,1410,0,10,3,4,1,STrus CTB,1,5,5,2,A,1,2,1,2,49.65,<Null>,B,3,1,Y,0,2,7,6,7,Fair,9,7,0,24,3/15/2022,3/15/2024,35,1,339,32,475,2576,515,2061,5153,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002332A,1747,2024
200,Point,0002340A,  6/11,TRAP CREEK,SR 6,TRAP CREEK,Washington State,Washington State,UNINCORPORATED,Pacific County,SW,46.555759,-123.611389,N,5,<Null>,<Null>,1918,1939,112,40,99.9,2,28,31.3,0,0,9999,0,11,1,1,2,CEFA CS,1,1,5,2,A,1,3,1,6,11.34,<Null>,B,99,1,Y,0,0,7,7,7,Good,9,5,1,24,5/30/2023,6/1/2025,35,1,112,32,475,851,170,681,1702,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002340A,1419,2024
201,Point,0002352A,169/12,SR 169 OVER RAILROAD,SR 169,NP RY,Washington State,Washington State,MAPLE VALLEY,King County,NW,47.346638,-122.018913,N,5,<Null>,<Null>,1939,1989,153,62,99.9,2,40,43,0,0,9999,2209,4,2,0,0,CTB,3,5,2,2,A,1,3,1,169,10.41,<Null>,B,6,1,Y,0,0,6,7,7,Fair,9,N,0,24,5/25/2023,5/25/2025,35,1,153,42,475,1526,305,1221,3052,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002352A,723,2024
